frame,capture_ms,detect_ms,aim_ms,debug_draw_ms,frame_align_sleep_ms,total_ms
34,0.3737000001819979,2.105900000060501,0.0,9.999985195463523e-05,14.38270000016928,16.865600000073755
35,1.0223999997833744,2.0895000002383313,0.0,0.00020000015865662135,13.866099999631842,16.982800000278075
36,1.0919999999714491,2.0604999999704887,0.0,0.00020000015865662135,13.942499999757274,17.098799999985204
37,1.1669000000438245,2.166499999930238,0.0,0.00020000015865662135,13.749899999766058,17.08779999989929
38,1.101199999993696,2.141800000117655,0.0,0.00020000015865662135,13.715899999624526,16.962499999863212
39,1.0058000002572953,1.9357999999556341,0.0,0.00020000015865662135,14.097100000071805,17.042699999819888
40,1.0607000003801659,2.2886999995535007,0.0,0.00010000030670198612,13.551399999869318,16.904999999951542
41,0.9721000001263747,1.9465000000309374,0.0,0.00020000015865662135,14.177300000028481,17.100099999879603
42,1.1582000001908455,1.9143999998050276,0.0,0.00020000015865662135,14.054899999791814,17.13130000007368
43,1.1601999999584223,2.249600000141072,0.0,9.999985195463523e-05,13.705700000173238,17.11890000024141
44,1.0072000000036496,1.9517000000632834,0.0,0.00010000030670198612,13.779599999907077,16.742599999815866
45,1.0461999995641236,1.8888000004153582,0.0,9.999985195463523e-05,14.122900000074878,17.060800000308518
46,0.9559000000081141,1.9475000003694731,0.0,0.0,14.249500000005355,17.156900000372843
47,1.0263999997732753,1.8490000002202578,0.0,9.999985195463523e-05,13.837299999977404,16.716399999950227
48,1.0495999999875494,2.300999999988562,0.0,9.999985195463523e-05,13.68049999973664,17.03559999987192
49,1.0921000002781511,2.1115999998073676,0.0,0.00020000015865662135,13.879199999792036,17.086400000152935
50,1.1722999997800798,2.235200000086479,0.0,0.00020000015865662135,13.732299999901443,17.143900000064605
51,1.1039000000891974,2.001599999857717,0.0,9.999985195463523e-05,14.061300000321353,17.170099999930244
52,1.2123999999857915,1.9440000000940927,0.0,9.999985195463523e-05,13.859000000138622,17.018500000176573
53,0.4496000001381617,2.1506999996745435,0.0,0.00020000015865662135,14.405800000076852,17.00940000000628
54,0.321400000302674,2.0225999996910105,0.0,9.999985195463523e-05,14.593600000353035,16.940599999998085
55,0.3897999999935564,2.162199999929726,0.0,0.0,14.575500000319153,17.130700000052457
56,0.3863000001729233,2.286999999796535,0.0,9.999985195463523e-05,14.431400000376016,17.107399999986228
57,0.29949999998279964,2.2883999999976368,0.0,9.999985195463523e-05,14.421300000321935,17.012899999826914
58,0.39089999972929945,2.6602000002640125,0.0,9.999985195463523e-05,14.213399999789544,17.26860000007946
59,0.99560000035126,2.259899999899062,0.0,9.999985195463523e-05,13.785600000119302,17.045600000074046
